attendance_id,customer_id,visit_date,attraction_id,time_spent_minutes
5843,1485,2024-04-02,5,23
5844,1486,2024-07-27,2,74
5845,1486,2024-07-27,4,45
5846,1486,2024-12-17,1,66
5847,1486,2024-12-17,2,64
5848,1486,2024-12-17,4,72
5849,1486,2024-12-17,5,19
5850,1486,2024-12-17,9,33
5851,1486,2024-12-17,2,53
5852,1486,2024-12-17,5,51
5853,1487,2024-08-22,1,73
5854,1487,2024-08-22,3,16
5855,1487,2024-08-22,4,15
5856,1487,2024-08-22,8,69
5857,1488,2024-04-23,4,20
5858,1489,2024-06-18,2,34
5859,1489,2024-10-05,2,54
5860,1489,2024-10-05,3,29
5861,1489,2024-11-08,5,70
5862,1489,2024-09-21,1,53
5863,1489,2024-09-21,2,21
5864,1490,2024-12-24,9,65
5865,1490,2024-12-24,2,63
5866,1490,2024-10-20,1,44
5867,1490,2024-10-20,7,38
5868,1490,2024-10-14,1,24
5869,1490,2024-10-14,2,24
5870,1490,2024-10-14,3,74
5871,1490,2024-10-14,7,53
5872,1491,2024-02-18,1,51
5873,1491,2024-02-18,2,52
5874,1491,2024-02-18,5,25
5875,1492,2024-12-17,2,25
5876,1492,2024-12-17,3,45
5877,1493,2024-12-17,1,43
5878,1493,2024-12-17,6,12
5879,1494,2024-05-02,5,17
5880,1495,2024-07-01,7,10
5881,1496,2024-09-28,1,30
5882,1496,2024-09-28,2,59
5883,1497,2024-04-10,9,50
5884,1497,2024-04-10,4,20
5885,1497,2024-04-10,6,75
5886,1498,2024-10-06,3,52
5887,1498,2024-10-06,4,51
5888,1498,2024-10-06,5,18
5889,1499,2024-10-23,2,15
5890,1499,2024-10-23,3,37
5891,1499,2024-10-23,4,44
5892,1499,2024-10-23,8,56
5893,1499,2024-03-22,1,44
5894,1499,2024-03-22,10,16
5895,1499,2024-03-22,4,15
5896,1499,2024-03-22,6,18
5897,1499,2024-03-29,9,63
5898,1499,2024-03-05,1,34
5899,1499,2024-03-05,2,20
5900,1499,2024-03-05,4,60
5901,1499,2024-03-05,5,70
5902,1500,2024-03-06,1,40
5903,1500,2024-03-06,2,16
5904,1500,2024-03-06,6,67
5905,1500,2024-03-06,7,54
5906,1500,2024-03-06,9,10
5907,1500,2024-01-27,1,65
5908,1500,2024-01-27,4,45
5909,1500,2024-07-15,4,17
5910,1500,2024-03-03,1,57
5911,1500,2024-03-03,3,22
5912,1500,2024-03-03,5,12
5913,1501,2024-09-27,1,58
5914,1501,2024-09-27,4,52
5915,1501,2024-09-27,7,37
5916,1502,2024-12-20,2,35
5917,1502,2024-12-20,5,34
5918,1502,2024-12-20,6,20
5919,1503,2024-10-29,2,41
5920,1503,2024-10-29,3,42
5921,1503,2024-10-29,6,69
5922,1503,2024-10-29,7,75
5923,1504,2024-02-29,7,62
5924,1504,2024-01-15,1,58
5925,1504,2024-01-15,4,40
5926,1504,2024-01-15,5,32
5927,1504,2024-01-15,6,17
5928,1504,2024-01-15,7,20
5929,1505,2024-06-25,2,25
5930,1505,2024-06-25,3,69
5931,1505,2024-06-25,5,64
5932,1505,2024-06-25,6,26
5933,1506,2024-08-29,9,52
5934,1506,2024-08-29,1,24
5935,1507,2024-10-11,5,24
5936,1507,2024-12-24,3,22
5937,1507,2024-12-24,6,56
5938,1507,2024-06-13,4,67
5939,1508,2024-03-27,2,12
5940,1508,2024-03-27,3,17
5941,1508,2024-03-27,6,42
5942,1508,2024-03-27,7,27
5943,1508,2024-09-29,2,21
5944,1508,2024-09-29,4,33
5945,1508,2024-09-29,8,53
5946,1509,2024-09-04,2,66
5947,1509,2024-09-07,1,12
5948,1509,2024-09-07,2,18
5949,1509,2024-09-07,3,43
5950,1509,2024-09-07,5,13
5951,1509,2024-09-07,7,12
5952,1509,2024-10-25,2,64
5953,1509,2024-10-25,5,31
5954,1510,2024-12-26,1,68
5955,1510,2024-12-26,2,37
5956,1510,2024-06-04,10,61
5957,1510,2024-06-04,3,72
5958,1510,2024-06-04,5,55
5959,1510,2024-06-04,7,29
5960,1511,2024-12-03,1,40
5961,1511,2024-12-03,9,23
5962,1511,2024-12-03,5,51
5963,1512,2024-07-13,3,18
5964,1512,2024-07-13,4,23
5965,1512,2024-07-13,8,26
5966,1513,2024-10-15,1,39
5967,1513,2024-10-15,2,65
5968,1513,2024-10-15,3,38
5969,1513,2024-10-11,1,75
5970,1513,2024-10-11,3,16
5971,1513,2024-10-11,7,23
5972,1513,2024-06-18,1,36
5973,1513,2024-06-18,3,39
5974,1513,2024-06-18,6,55
5975,1514,2024-12-06,1,69
5976,1514,2024-12-06,8,67
5977,1514,2024-05-01,2,74
5978,1514,2024-05-01,7,18
5979,1515,2024-02-12,1,22
5980,1515,2024-02-12,9,34
5981,1516,2024-12-22,1,67
5982,1516,2024-12-22,2,10
5983,1516,2024-12-22,5,20
5984,1517,2024-04-17,1,17
5985,1517,2024-04-17,2,16
5986,1517,2024-04-17,5,31
5987,1517,2024-04-17,6,51
5988,1518,2024-03-09,1,61
5989,1518,2024-03-09,7,70
5990,1518,2024-04-19,1,57
5991,1518,2024-04-19,3,38
5992,1518,2024-04-19,4,39
5993,1519,2024-05-13,6,53
5994,1519,2024-09-16,2,68
5995,1519,2024-09-16,3,53
5996,1519,2024-09-16,4,34
5997,1519,2024-09-24,6,43
5998,1519,2024-03-04,9,54
5999,1519,2024-03-04,2,29
6000,1519,2024-03-04,7,63
6001,1519,2024-03-04,1,42
6002,1520,2024-08-12,9,59
6003,1520,2024-08-12,1,34
6004,1520,2024-08-12,3,36
6005,1521,2024-07-20,2,26
6006,1522,2024-01-17,1,75
6007,1522,2024-01-17,6,15
6008,1523,2024-09-26,1,52
6009,1523,2024-09-26,4,53
6010,1523,2024-09-26,8,72
6011,1523,2024-04-18,9,27
6012,1523,2024-04-18,1,57
6013,1523,2024-04-18,7,22
6014,1523,2024-06-10,1,34
6015,1523,2024-06-10,4,47
6016,1523,2024-01-27,7,19
6017,1524,2024-02-14,1,53
6018,1524,2024-02-14,2,56
6019,1524,2024-02-14,4,70
6020,1524,2024-02-14,8,65
6021,1524,2024-12-17,9,62
6022,1524,2024-12-17,2,67
6023,1524,2024-12-17,6,23
6024,1525,2024-07-29,3,27
6025,1525,2024-08-26,2,56
6026,1526,2024-11-23,1,58
6027,1526,2024-11-23,10,54
6028,1526,2024-11-23,3,32
6029,1526,2024-11-23,5,36
6030,1527,2024-04-22,1,26
6031,1528,2024-12-02,1,39
6032,1528,2024-12-02,2,67
6033,1529,2024-06-26,3,59
6034,1530,2024-09-08,2,55
6035,1530,2024-09-08,6,20
6036,1530,2024-07-24,1,50
6037,1530,2024-07-24,3,27
6038,1530,2024-07-24,5,30
6039,1530,2024-07-24,6,66
6040,1530,2024-07-24,8,11
6041,1531,2024-05-31,9,42
6042,1531,2024-05-31,3,26
6043,1531,2024-05-31,4,16
6044,1531,2024-05-31,6,24
6045,1531,2024-04-13,3,41
6046,1532,2024-12-19,1,15
6047,1532,2024-07-16,1,52
6048,1532,2024-07-16,2,33
6049,1532,2024-07-16,5,15
6050,1532,2024-07-16,8,49
6051,1532,2024-03-29,2,21
6052,1532,2024-03-29,3,12
6053,1532,2024-03-29,6,35
6054,1532,2024-03-29,7,55
6055,1532,2024-06-13,3,27
6056,1532,2024-06-13,5,68
6057,1533,2024-12-23,1,37
6058,1533,2024-12-23,2,33
6059,1533,2024-12-23,4,49
6060,1533,2024-09-25,9,72
6061,1533,2024-09-25,4,62
6062,1533,2024-05-27,2,49
6063,1533,2024-05-27,3,37
6064,1533,2024-05-27,6,55
6065,1533,2024-05-27,7,31
6066,1533,2024-12-06,1,47
6067,1533,2024-12-06,2,53
6068,1533,2024-12-06,4,40
6069,1533,2024-12-06,8,43
6070,1534,2024-09-27,2,19
6071,1534,2024-09-27,5,61
6072,1534,2024-09-27,10,14
6073,1534,2024-09-27,8,75
6074,1535,2024-12-20,3,25
6075,1535,2024-12-20,5,30
6076,1535,2024-12-08,1,44
6077,1535,2024-12-08,5,44
6078,1536,2024-12-12,2,48
6079,1536,2024-12-12,5,55
6080,1536,2024-12-12,6,60
6081,1536,2024-12-12,7,49
6082,1536,2024-12-29,1,25
6083,1536,2024-12-29,10,57
6084,1536,2024-12-29,2,69
6085,1536,2024-03-04,4,42
6086,1536,2024-03-04,5,26
6087,1537,2024-01-24,2,20
6088,1537,2024-01-24,3,44
6089,1537,2024-01-24,6,39
6090,1537,2024-09-12,1,26
6091,1537,2024-09-12,2,37
6092,1537,2024-09-12,3,55
6093,1537,2024-09-12,9,51
6094,1538,2024-04-22,9,28
6095,1538,2024-04-22,2,52
6096,1538,2024-04-22,5,24
6097,1539,2024-11-18,3,11
6098,1539,2024-11-18,7,62
6099,1540,2024-01-13,9,68
6100,1540,2024-01-13,2,13
6101,1540,2024-01-13,3,40
6102,1540,2024-01-13,8,37
6103,1541,2024-06-16,1,71
6104,1541,2024-06-16,3,53
6105,1541,2024-05-09,4,21
6106,1541,2024-05-09,7,34
6107,1541,2024-08-09,9,36
6108,1541,2024-08-09,4,51
6109,1541,2024-08-09,5,11
6110,1541,2024-08-09,7,66
6111,1541,2024-07-02,2,51
6112,1541,2024-07-02,5,53
6113,1542,2024-01-23,2,60
6114,1543,2024-02-08,1,74
6115,1543,2024-02-08,3,52
6116,1544,2024-06-21,1,60
6117,1544,2024-06-21,3,30
6118,1544,2024-06-21,5,69
6119,1544,2024-06-21,6,32
6120,1545,2024-02-17,1,49
6121,1545,2024-02-17,2,44
6122,1545,2024-02-17,4,56
6123,1546,2024-12-07,1,44
6124,1546,2024-12-07,10,67
6125,1546,2024-12-07,7,53
6126,1546,2024-12-07,8,36
6127,1547,2024-12-26,1,43
6128,1548,2024-12-23,2,52
6129,1548,2024-12-23,6,10
6130,1549,2024-05-07,1,28
6131,1550,2024-09-07,1,74
6132,1550,2024-09-07,5,48
6133,1550,2024-06-03,1,41
6134,1550,2024-06-03,10,17
6135,1550,2024-06-03,9,39
6136,1550,2024-06-03,8,13
6137,1551,2024-09-28,1,49
6138,1551,2024-09-28,5,18
6139,1551,2024-09-28,6,73
6140,1552,2024-12-18,3,61
6141,1552,2024-12-18,6,35
6142,1552,2024-12-18,7,30
6143,1552,2024-06-22,1,10
6144,1552,2024-06-22,9,71
6145,1552,2024-06-22,3,72
6146,1552,2024-06-22,5,38
6147,1553,2024-11-15,2,33
6148,1553,2024-11-15,5,56
6149,1554,2024-01-10,1,34
6150,1554,2024-01-10,2,16
6151,1555,2024-10-12,1,38
6152,1555,2024-09-23,1,59
6153,1555,2024-09-23,5,64
6154,1555,2024-09-23,6,38
6155,1555,2024-01-15,1,47
6156,1555,2024-01-15,2,12
6157,1555,2024-01-15,3,36
6158,1556,2024-03-09,2,32
6159,1557,2024-02-13,1,43
6160,1557,2024-02-13,5,52
6161,1558,2024-08-14,1,39
6162,1558,2024-08-14,2,30
6163,1558,2024-08-14,8,22
6164,1559,2024-05-13,9,51
6165,1559,2024-05-13,6,55
6166,1559,2024-05-13,7,50
6167,1559,2024-05-13,8,10
6168,1559,2024-04-25,9,46
6169,1559,2024-04-25,3,57
6170,1560,2024-03-20,2,36
6171,1561,2024-12-12,1,35
6172,1561,2024-12-12,10,29
6173,1561,2024-12-12,4,62
6174,1561,2024-04-18,1,53
6175,1561,2024-04-18,3,33
6176,1561,2024-04-18,4,54
6177,1562,2024-03-27,9,32
6178,1562,2024-03-27,1,37
6179,1562,2024-03-27,6,64
6180,1563,2024-11-23,9,22
6181,1564,2024-12-22,9,68
6182,1564,2024-12-22,2,30
6183,1564,2024-12-22,3,73
6184,1564,2024-12-22,7,43
6185,1565,2024-10-18,1,54
6186,1565,2024-10-18,8,16
6187,1566,2024-10-16,2,10
6188,1566,2024-10-16,5,66
6189,1567,2024-01-01,2,20
6190,1567,2024-01-01,3,16
6191,1567,2024-01-01,4,43
6192,1567,2024-01-01,5,75
6193,1567,2024-01-01,8,57
6194,1568,2024-12-06,1,31
6195,1568,2024-12-06,2,47
6196,1568,2024-12-06,4,67
6197,1568,2024-12-06,6,46
6198,1568,2024-12-06,8,15
6199,1569,2024-06-05,1,43
6200,1569,2024-06-05,2,10
6201,1569,2024-06-05,9,75
6202,1569,2024-06-26,1,61
6203,1569,2024-06-26,3,30
6204,1569,2024-06-26,6,27
6205,1569,2024-06-26,7,24
6206,1569,2024-07-04,3,14
6207,1569,2024-07-04,6,18
6208,1570,2024-04-05,1,61
6209,1570,2024-04-05,2,40
6210,1570,2024-04-05,4,39
6211,1570,2024-04-05,5,11
6212,1571,2024-10-16,2,49
6213,1571,2024-10-16,4,23
6214,1571,2024-10-16,5,50
6215,1571,2024-10-16,6,33
6216,1571,2024-10-16,9,74
6217,1572,2024-06-09,1,72
6218,1572,2024-06-09,10,68
6219,1572,2024-06-09,8,45
6220,1572,2024-12-25,3,40
6221,1573,2024-04-15,9,53
6222,1573,2024-04-15,2,63
6223,1573,2024-04-15,3,36
6224,1574,2024-07-22,1,24
6225,1574,2024-07-22,2,22
6226,1574,2024-07-22,3,61
6227,1574,2024-07-22,5,57
6228,1575,2024-10-18,1,65
6229,1575,2024-10-18,10,73
6230,1575,2024-10-18,3,48
6231,1575,2024-10-18,7,72
6232,1575,2024-03-30,1,51
6233,1575,2024-03-30,2,21
6234,1575,2024-03-30,3,11
6235,1575,2024-03-30,6,25
6236,1576,2024-11-06,1,35
6237,1576,2024-12-11,6,18
6238,1576,2024-11-29,1,15
6239,1576,2024-11-29,6,20
6240,1577,2024-09-12,1,50
6241,1577,2024-09-12,3,70
6242,1577,2024-09-12,5,65
6243,1577,2024-09-12,7,22
6244,1578,2024-12-26,1,18
6245,1578,2024-12-26,2,32
6246,1578,2024-12-26,6,42
6247,1578,2024-12-26,8,51
6248,1578,2024-11-02,1,73
6249,1578,2024-11-02,9,15
6250,1578,2024-11-02,3,33
6251,1578,2024-11-02,7,69
6252,1578,2024-04-02,1,30
6253,1578,2024-04-02,2,52
6254,1578,2024-04-02,5,45
6255,1579,2024-02-23,5,17
6256,1580,2024-12-04,3,50
6257,1580,2024-12-04,8,47
6258,1581,2024-09-27,1,71
6259,1581,2024-09-27,3,32
6260,1581,2024-09-27,4,68
6261,1581,2024-09-27,8,29
6262,1582,2024-06-02,6,24
6263,1582,2024-08-27,10,36
6264,1582,2024-08-27,3,48
6265,1582,2024-08-27,4,45
6266,1582,2024-08-27,5,54
6267,1582,2024-04-27,9,15
6268,1582,2024-04-27,4,32
6269,1582,2024-12-19,1,59
6270,1582,2024-12-19,2,74
6271,1582,2024-12-19,4,15
6272,1582,2024-12-19,8,27
6273,1582,2024-12-19,10,48
6274,1583,2024-11-10,1,35
6275,1583,2024-11-10,9,63
6276,1583,2024-11-10,3,26
6277,1584,2024-10-29,4,47
6278,1584,2024-10-29,5,23
6279,1584,2024-10-29,8,47
6280,1585,2024-12-30,1,40
6281,1585,2024-12-30,2,72
6282,1585,2024-12-30,3,31
6283,1585,2024-12-30,4,61
6284,1586,2024-06-21,7,65
6285,1587,2024-07-21,8,26
6286,1588,2024-07-04,1,12
6287,1588,2024-07-04,5,11
6288,1589,2024-10-14,4,63
6289,1590,2024-07-25,3,50
6290,1590,2024-07-25,4,35
6291,1590,2024-07-25,5,10
6292,1590,2024-07-25,6,28
6293,1591,2024-07-25,1,26
6294,1592,2024-12-07,1,37
6295,1592,2024-12-07,2,32
6296,1592,2024-12-07,3,29
6297,1592,2024-12-07,4,39
6298,1592,2024-12-07,7,31
6299,1593,2024-12-21,1,60
6300,1593,2024-12-21,2,17
6301,1594,2024-12-06,1,44
6302,1594,2024-12-06,2,31
6303,1594,2024-12-06,4,31
6304,1594,2024-12-06,5,37
6305,1594,2024-12-06,6,34
6306,1595,2024-10-27,1,48
6307,1595,2024-10-27,9,64
6308,1595,2024-09-25,1,22
6309,1595,2024-09-25,3,75
6310,1595,2024-09-25,4,61
6311,1595,2024-02-05,1,24
6312,1595,2024-02-05,8,40
6313,1596,2024-04-21,3,50
6314,1596,2024-04-21,6,32
6315,1597,2024-03-14,6,54
6316,1598,2024-12-14,1,71
6317,1598,2024-12-14,2,13
6318,1598,2024-12-14,7,16
6319,1599,2024-07-08,10,73
6320,1599,2024-07-08,8,43
6321,1600,2024-12-03,1,67
6322,1600,2024-12-03,2,35
6323,1601,2024-12-03,2,42
6324,1602,2024-09-27,1,44
6325,1602,2024-09-27,2,38
6326,1602,2024-09-27,7,28
6327,1602,2024-09-27,10,16
6328,1603,2024-07-21,3,10
6329,1604,2024-12-26,2,58
6330,1604,2024-12-26,3,71
6331,1604,2024-12-26,5,56
6332,1605,2024-07-27,2,50
6333,1605,2024-07-27,4,69
6334,1605,2024-07-27,6,39
6335,1605,2024-07-27,8,38
6336,1605,2024-07-27,9,39
6337,1606,2024-02-15,10,14
6338,1606,2024-02-15,3,33
6339,1606,2024-02-15,4,41
6340,1607,2024-09-20,9,17
6341,1607,2024-09-20,10,51
6342,1607,2024-09-20,4,65
6343,1607,2024-09-20,6,47
6344,1608,2024-12-28,1,25
6345,1608,2024-12-28,2,29
6346,1608,2024-12-28,3,15
6347,1608,2024-12-28,5,69
6348,1609,2024-09-22,1,55
6349,1609,2024-09-22,4,30
6350,1609,2024-09-22,5,30
6351,1609,2024-09-22,7,43
6352,1609,2024-09-22,8,27
6353,1610,2024-03-15,1,67
6354,1610,2024-03-15,2,29
6355,1610,2024-03-15,3,16
6356,1611,2024-12-05,3,12
6357,1612,2024-01-24,1,51
6358,1612,2024-07-28,2,47
6359,1612,2024-07-28,3,71
6360,1613,2024-10-06,1,63
6361,1613,2024-10-06,2,68
6362,1614,2024-02-28,2,75
6363,1614,2024-02-28,4,15
6364,1614,2024-02-28,8,72
6365,1615,2024-09-06,5,72
6366,1615,2024-12-10,1,12
6367,1615,2024-12-10,4,31
6368,1615,2024-12-10,6,46
6369,1615,2024-12-10,7,27
6370,1615,2024-08-05,5,11
6371,1615,2024-08-05,6,37
6372,1616,2024-09-05,2,71
6373,1616,2024-09-05,8,25
6374,1616,2024-09-17,1,35
6375,1616,2024-09-17,5,34
6376,1616,2024-09-17,7,17
6377,1616,2024-12-24,4,11
6378,1616,2024-12-24,7,34
6379,1617,2024-03-15,1,66
6380,1617,2024-03-15,2,38
6381,1617,2024-03-15,9,23
6382,1618,2024-10-15,9,13
6383,1618,2024-10-15,4,44
6384,1619,2024-02-11,1,73
6385,1619,2024-02-11,5,56
6386,1619,2024-02-11,6,69
6387,1619,2024-02-11,8,39
6388,1619,2024-02-11,10,27
6389,1619,2024-05-16,1,71
6390,1619,2024-05-16,5,14
6391,1620,2024-06-22,2,60
6392,1620,2024-06-22,4,36
6393,1620,2024-06-22,5,22
6394,1620,2024-06-22,7,14
6395,1620,2024-06-22,8,63
6396,1620,2024-10-04,1,68
6397,1620,2024-10-04,9,63
6398,1621,2024-09-06,6,18
6399,1621,2024-09-06,8,59
6400,1622,2024-07-10,1,58
6401,1622,2024-07-10,2,62
6402,1622,2024-07-10,3,42
6403,1622,2024-07-10,4,44
6404,1623,2024-05-08,1,15
6405,1623,2024-05-08,2,23
6406,1623,2024-05-08,4,53
6407,1624,2024-01-13,10,51
6408,1624,2024-01-13,3,52
6409,1624,2024-01-13,5,68
6410,1625,2024-09-19,1,74
6411,1626,2024-11-28,4,27
6412,1627,2024-08-10,1,26
6413,1627,2024-08-10,2,30
6414,1627,2024-08-10,4,70
6415,1628,2024-11-14,3,57
6416,1628,2024-11-14,8,30
6417,1628,2024-07-29,5,31
6418,1629,2024-05-25,9,40
6419,1629,2024-05-25,5,18
6420,1629,2024-05-25,6,25
6421,1630,2024-11-08,1,39
6422,1630,2024-11-08,2,30
6423,1630,2024-11-08,3,63
6424,1631,2024-11-25,1,66
6425,1631,2024-11-25,2,69
6426,1631,2024-11-25,3,24
6427,1631,2024-11-25,4,75
6428,1631,2024-12-20,2,48
6429,1631,2024-12-20,3,60
6430,1631,2024-12-20,5,52
6431,1632,2024-12-19,1,39
6432,1632,2024-12-19,2,43
6433,1632,2024-12-19,3,65
6434,1632,2024-12-19,6,74
6435,1632,2024-10-28,1,30
6436,1632,2024-10-28,3,26
6437,1632,2024-10-28,5,21
6438,1632,2024-10-28,6,73
6439,1632,2024-11-08,1,10
6440,1632,2024-11-08,2,18
6441,1632,2024-11-08,3,20
6442,1632,2024-11-08,6,11
6443,1633,2024-03-17,1,70
6444,1634,2024-09-20,2,62
6445,1634,2024-09-20,4,36
6446,1634,2024-09-20,10,71
6447,1634,2024-09-20,8,42
6448,1635,2024-12-28,4,72
6449,1636,2024-11-21,2,33
6450,1637,2024-11-07,2,21
6451,1637,2024-11-07,6,35
6452,1638,2024-12-08,1,70
6453,1638,2024-12-08,5,43
6454,1639,2024-09-28,2,46
6455,1639,2024-09-28,5,46
6456,1639,2024-09-28,8,71
6457,1640,2024-09-17,3,32
6458,1640,2024-09-17,8,47
6459,1641,2024-08-10,6,68
6460,1641,2024-08-10,7,19
6461,1642,2024-01-04,2,43
6462,1642,2024-01-04,3,26
6463,1643,2024-09-30,5,58
6464,1644,2024-09-19,2,64
6465,1645,2024-07-23,1,26
6466,1645,2024-07-23,2,50
6467,1645,2024-07-23,7,36
6468,1645,2024-07-23,8,13
6469,1645,2024-07-23,10,73
6470,1646,2024-02-15,1,19
6471,1646,2024-02-15,3,32
6472,1646,2024-02-15,4,20
6473,1646,2024-02-15,7,30
6474,1646,2024-05-27,9,24
6475,1646,2024-05-27,2,56
6476,1646,2024-05-27,6,65
6477,1646,2024-05-27,7,71
6478,1646,2024-01-06,1,59
6479,1647,2024-03-15,1,23
6480,1647,2024-03-15,2,35
6481,1648,2024-01-19,1,74
6482,1648,2024-01-19,2,46
6483,1649,2024-04-19,2,33
6484,1649,2024-04-19,5,74
6485,1649,2024-04-19,7,42
6486,1649,2024-05-28,6,22
6487,1650,2024-10-06,2,17
6488,1650,2024-10-06,5,15
6489,1651,2024-07-12,1,30
6490,1651,2024-07-12,2,74
6491,1651,2024-07-12,10,25
6492,1652,2024-06-25,2,60
6493,1652,2024-06-25,8,63
6494,1653,2024-12-15,1,22
6495,1653,2024-12-15,4,72
6496,1653,2024-12-15,5,31
6497,1653,2024-12-15,8,44
6498,1654,2024-11-20,5,37
6499,1654,2024-12-01,2,43
6500,1654,2024-12-01,3,24
6501,1654,2024-12-01,8,48
6502,1655,2024-01-05,6,58
6503,1656,2024-12-12,10,51
6504,1656,2024-12-12,4,18
6505,1656,2024-12-12,7,29
6506,1657,2024-04-14,4,44
6507,1658,2024-05-05,2,43
6508,1658,2024-05-05,6,15
6509,1658,2024-05-05,8,57
6510,1659,2024-09-17,2,37
6511,1659,2024-09-17,4,42
6512,1659,2024-09-17,6,16
6513,1659,2024-09-17,7,22
6514,1660,2024-12-04,7,56
6515,1661,2024-05-26,4,70
6516,1661,2024-05-26,5,31
6517,1662,2024-07-24,8,70
6518,1662,2024-02-28,1,41
6519,1662,2024-02-28,2,25
6520,1662,2024-02-28,8,30
6521,1662,2024-12-12,9,44
6522,1662,2024-12-12,1,46
6523,1662,2024-11-20,1,50
6524,1662,2024-11-20,2,26
6525,1662,2024-11-20,5,52
6526,1662,2024-11-20,7,42
6527,1662,2024-11-20,9,64
6528,1663,2024-12-28,9,72
6529,1663,2024-12-28,1,34
6530,1663,2024-12-28,3,11
6531,1663,2024-12-28,5,66
6532,1664,2024-10-08,3,61
6533,1664,2024-10-08,4,64
6534,1664,2024-10-08,8,33
6535,1665,2024-07-10,2,14
6536,1665,2024-07-10,4,68
6537,1665,2024-07-10,5,36
6538,1665,2024-07-10,6,69
6539,1666,2024-04-21,1,24
6540,1666,2024-04-21,9,73
6541,1667,2024-02-06,1,55
6542,1667,2024-02-06,2,48
6543,1667,2024-02-06,3,42
6544,1668,2024-06-02,5,33
6545,1669,2024-05-17,1,51
6546,1669,2024-05-17,9,45
6547,1669,2024-05-17,5,48
6548,1669,2024-05-17,2,19
6549,1670,2024-03-17,4,51
6550,1670,2024-03-17,7,61
6551,1671,2024-10-22,5,27
6552,1672,2024-01-11,1,75
6553,1672,2024-01-11,2,61
6554,1672,2024-01-11,5,34
6555,1672,2024-01-11,6,63
6556,1672,2024-04-03,1,14
6557,1672,2024-04-03,2,70
6558,1672,2024-04-03,3,10
6559,1672,2024-04-03,4,43
6560,1672,2024-12-09,2,72
6561,1672,2024-12-09,5,57
6562,1673,2024-12-26,1,14
6563,1673,2024-12-26,3,43
6564,1673,2024-12-26,8,51
6565,1674,2024-01-30,2,60
6566,1674,2024-01-30,5,23
6567,1674,2024-01-30,6,32
6568,1675,2024-07-13,2,56
6569,1675,2024-07-13,4,52
6570,1675,2024-07-13,6,74
6571,1676,2024-04-26,1,71
6572,1676,2024-04-26,3,75
6573,1676,2024-04-26,4,20
6574,1676,2024-09-09,1,19
6575,1676,2024-09-09,3,23
6576,1676,2024-09-09,4,74
6577,1676,2024-09-09,6,67
6578,1676,2024-07-14,1,33
6579,1676,2024-07-14,5,20
6580,1676,2024-05-10,10,69
6581,1676,2024-05-10,5,46
6582,1676,2024-05-10,6,71
6583,1676,2024-05-10,2,69
6584,1677,2024-09-16,3,53
6585,1678,2024-08-26,1,57
6586,1678,2024-08-26,4,63
6587,1679,2024-08-17,9,69
6588,1679,2024-08-17,6,56
6589,1679,2024-09-12,1,51
6590,1679,2024-09-12,9,64
6591,1679,2024-09-12,6,56
6592,1679,2024-07-11,1,20
6593,1679,2024-07-11,3,54
6594,1679,2024-07-19,1,20
6595,1679,2024-07-19,3,17
6596,1679,2024-07-19,4,57
6597,1679,2024-07-19,6,26
6598,1680,2024-06-08,1,42
6599,1680,2024-06-08,10,60
6600,1680,2024-06-08,4,40
6601,1680,2024-10-13,3,45
6602,1681,2024-01-05,1,35
6603,1681,2024-01-05,10,30
6604,1681,2024-01-05,3,40
6605,1681,2024-01-05,2,72
6606,1681,2024-09-22,2,35
6607,1681,2024-09-22,7,38
6608,1682,2024-10-01,2,41
6609,1682,2024-10-01,5,29
6610,1683,2024-10-19,9,31
6611,1683,2024-10-19,4,74
6612,1683,2024-10-19,7,32
6613,1684,2024-02-10,9,60
6614,1685,2024-07-04,2,21
6615,1685,2024-07-04,3,14
6616,1685,2024-07-28,1,36
6617,1685,2024-07-28,4,31
6618,1685,2024-04-16,1,75
6619,1685,2024-04-16,3,61
6620,1685,2024-04-16,7,42
6621,1686,2024-01-27,4,18
6622,1686,2024-01-27,5,60
6623,1686,2024-01-27,8,28
6624,1687,2024-06-08,1,47
6625,1687,2024-06-08,2,30
6626,1687,2024-06-08,5,55
6627,1687,2024-06-08,6,17
6628,1688,2024-10-05,1,24
6629,1689,2024-10-24,9,30
6630,1689,2024-10-24,2,71
6631,1689,2024-10-24,3,19
6632,1689,2024-09-01,1,27
6633,1689,2024-09-01,3,34
6634,1690,2024-04-29,1,16
6635,1690,2024-04-29,4,70
6636,1691,2024-09-13,1,69
6637,1692,2024-10-11,1,58
6638,1692,2024-10-11,2,43
6639,1693,2024-05-07,1,35
6640,1693,2024-05-07,4,22
6641,1693,2024-05-07,6,26
6642,1693,2024-05-07,7,36
6643,1694,2024-06-26,1,38
6644,1694,2024-06-26,2,44
6645,1695,2024-04-15,1,38
6646,1695,2024-04-15,2,67
6647,1695,2024-04-15,3,54
6648,1695,2024-04-15,5,23
6649,1695,2024-04-15,7,48
6650,1696,2024-02-03,2,62
6651,1697,2024-05-23,1,68
6652,1697,2024-05-23,9,34
6653,1697,2024-05-23,4,26
6654,1698,2024-04-17,1,62
6655,1698,2024-04-17,2,37
6656,1698,2024-04-17,4,56
6657,1698,2024-04-17,7,56
6658,1699,2024-06-22,1,18
6659,1699,2024-06-22,10,20
6660,1699,2024-06-22,5,43
6661,1700,2024-07-09,2,56
6662,1700,2024-07-09,6,40
6663,1700,2024-07-09,8,10
