booking_id,customer_id,booking_date,visit_date,ticket_type,tickets_count,total_amount,booking_channel
2399,1266,2024-09-16,2024-09-19,Group,1,293.5,Walk-in
2400,1267,2024-12-03,2024-12-05,Adult,5,610.48,Walk-in
2401,1268,2024-12-07,2024-12-08,Child,1,73.06,Online
2402,1268,2024-05-23,2024-05-24,Adult,4,461.22,Walk-in
2403,1269,2024-02-01,2024-02-02,Family,1,363.97,Walk-in
2404,1270,2024-02-20,2024-02-21,Adult,1,116.63,Walk-in
2405,1271,2024-11-22,2024-11-24,Adult,4,482.21,Online
2406,1271,2024-06-07,2024-06-08,Child,6,421.9,Walk-in
2407,1272,2024-08-24,2024-08-25,Family,1,343.81,Walk-in
2408,1272,2024-06-17,2024-06-17,Group,1,268.65,Walk-in
2409,1273,2024-12-08,2024-12-11,Adult,3,371.95,Walk-in
2410,1273,2024-07-05,2024-07-08,Family,1,349.99,Walk-in
2411,1274,2024-12-03,2024-12-03,Family,1,354.87,Online
2412,1274,2024-12-19,2024-12-20,Adult,2,234.27,Online
2413,1274,2024-06-19,2024-06-21,Family,1,349.7,Walk-in
2414,1275,2024-09-08,2024-09-11,Family,1,340.61,Online
2415,1276,2024-04-04,2024-04-05,Child,3,208.08,Walk-in
2416,1277,2024-08-15,2024-08-15,Child,6,423.72,Walk-in
2417,1277,2024-06-22,2024-06-22,Child,6,401.57,Walk-in
2418,1278,2024-07-13,2024-07-14,Family,1,333.04,Online
2419,1279,2024-06-05,2024-06-05,Family,1,338.48,Walk-in
2420,1279,2024-06-22,2024-06-23,Adult,4,488.58,Walk-in
2421,1280,2024-01-11,2024-01-14,Group,1,285.23,Walk-in
2422,1280,2024-03-03,2024-03-04,Adult,5,578.32,Walk-in
2423,1281,2024-12-25,2024-12-25,Child,5,359.54,Walk-in
2424,1281,2024-06-20,2024-06-22,Family,1,362.88,Online
2425,1281,2024-03-02,2024-03-04,Family,1,365.8,Walk-in
2426,1282,2024-04-27,2024-04-30,Group,1,282.75,Walk-in
2427,1283,2024-07-10,2024-07-11,Adult,5,590.26,Online
2428,1284,2024-07-21,2024-07-21,Child,3,206.78,Walk-in
2429,1285,2024-07-26,2024-07-26,Family,1,347.95,Walk-in
2430,1286,2024-04-18,2024-04-21,Child,4,271.49,Walk-in
2431,1287,2024-09-01,2024-09-04,Adult,1,125.56,Walk-in
2432,1288,2024-09-15,2024-09-18,Child,4,276.77,Walk-in
2433,1289,2024-09-14,2024-09-17,Family,1,337.89,Online
2434,1290,2024-05-19,2024-05-20,Child,6,400.6,Walk-in
2435,1291,2024-05-17,2024-05-17,Adult,2,244.38,Walk-in
2436,1292,2024-06-23,2024-06-25,Family,1,355.72,Walk-in
2437,1293,2024-10-13,2024-10-16,Family,1,344.12,Walk-in
2438,1293,2024-01-22,2024-01-22,Adult,5,580.55,Walk-in
2439,1294,2024-12-09,2024-12-11,Adult,5,593.59,Walk-in
2440,1295,2024-04-12,2024-04-14,Adult,2,243.21,Walk-in
2441,1296,2024-07-19,2024-07-21,Family,1,361.56,Walk-in
2442,1297,2024-12-18,2024-12-18,Adult,2,234.26,Walk-in
2443,1297,2024-12-06,2024-12-08,Family,1,365.13,Walk-in
2444,1298,2024-12-13,2024-12-14,Group,1,270.81,Online
2445,1299,2024-04-23,2024-04-24,Adult,5,616.9,Walk-in
2446,1300,2024-04-17,2024-04-17,Child,4,276.34,Walk-in
2447,1301,2024-09-17,2024-09-19,Group,1,292.59,Walk-in
2448,1302,2024-01-11,2024-01-14,Family,1,342.56,Walk-in
2449,1303,2024-01-10,2024-01-10,Family,1,363.79,Walk-in
2450,1304,2024-02-27,2024-02-27,Group,1,282.77,Walk-in
2451,1305,2024-04-27,2024-04-29,Child,3,216.16,Walk-in
2452,1305,2024-06-13,2024-06-15,Adult,3,358.33,Walk-in
2453,1306,2024-05-04,2024-05-05,Family,1,345.31,Walk-in
2454,1306,2024-11-16,2024-11-16,Adult,4,477.47,Walk-in
2455,1306,2024-01-20,2024-01-22,Group,1,270.19,Walk-in
2456,1306,2024-11-10,2024-11-10,Adult,3,348.38,Walk-in
2457,1307,2024-07-04,2024-07-07,Child,5,358.14,Walk-in
2458,1308,2024-07-09,2024-07-11,Adult,5,601.61,Online
2459,1309,2024-06-06,2024-06-07,Group,1,281.61,Walk-in
2460,1309,2024-10-14,2024-10-14,Group,1,290.19,Walk-in
2461,1310,2024-06-25,2024-06-28,Child,3,205.77,Walk-in
2462,1311,2024-07-11,2024-07-13,Group,1,291.01,Walk-in
2463,1312,2024-09-24,2024-09-27,Group,1,288.3,Walk-in
2464,1313,2024-10-20,2024-10-22,Adult,2,235.31,Walk-in
2465,1314,2024-03-03,2024-03-06,Group,1,266.71,Walk-in
2466,1314,2024-01-02,2024-01-02,Adult,3,355.41,Walk-in
2467,1314,2024-09-08,2024-09-08,Group,1,269.67,Online
2468,1314,2024-12-27,2024-12-27,Family,1,362.9,Walk-in
2469,1315,2024-01-11,2024-01-14,Adult,2,243.2,Walk-in
2470,1315,2024-10-22,2024-10-22,Adult,3,372.64,Walk-in
2471,1316,2024-06-19,2024-06-22,Adult,6,755.31,Walk-in
2472,1317,2024-07-21,2024-07-24,Family,1,342.74,Walk-in
2473,1318,2024-10-05,2024-10-07,Family,1,366.97,Walk-in
2474,1319,2024-12-10,2024-12-11,Group,1,267.95,Walk-in
2475,1320,2024-11-23,2024-11-23,Family,1,339.16,Walk-in
2476,1321,2024-04-05,2024-04-05,Child,5,335.74,Walk-in
2477,1322,2024-01-03,2024-01-04,Child,4,270.48,Walk-in
2478,1322,2024-07-01,2024-07-02,Family,1,346.64,Walk-in
2479,1323,2024-09-06,2024-09-07,Family,1,349.3,Walk-in
2480,1324,2024-10-12,2024-10-14,Child,4,270.33,Walk-in
2481,1325,2024-01-05,2024-01-05,Child,6,430.16,Walk-in
2482,1325,2024-09-08,2024-09-08,Adult,5,622.14,Walk-in
2483,1325,2024-12-21,2024-12-24,Adult,4,489.0,Walk-in
2484,1325,2024-10-24,2024-10-25,Group,1,284.35,Online
2485,1326,2024-12-01,2024-12-03,Adult,2,241.84,Walk-in
2486,1326,2024-09-24,2024-09-27,Family,1,365.94,Online
2487,1327,2024-11-22,2024-11-22,Child,2,140.74,Walk-in
2488,1328,2024-12-11,2024-12-13,Family,1,341.06,Walk-in
2489,1329,2024-12-07,2024-12-09,Child,3,205.1,Walk-in
2490,1330,2024-10-15,2024-10-18,Adult,4,469.91,Online
2491,1331,2024-08-09,2024-08-11,Child,4,283.11,Online
2492,1332,2024-04-15,2024-04-18,Adult,5,580.46,Walk-in
2493,1332,2024-01-08,2024-01-11,Family,1,364.37,Walk-in
2494,1333,2024-04-23,2024-04-25,Adult,5,626.75,Walk-in
2495,1334,2024-03-01,2024-03-01,Adult,3,356.3,Walk-in
2496,1335,2024-12-18,2024-12-19,Adult,1,117.18,Walk-in
2497,1336,2024-09-22,2024-09-25,Child,5,362.73,Walk-in
2498,1337,2024-09-23,2024-09-25,Family,1,345.01,Walk-in
2499,1337,2024-07-02,2024-07-02,Adult,3,377.21,Walk-in
2500,1338,2024-06-03,2024-06-05,Adult,1,118.16,Walk-in
2501,1338,2024-12-28,2024-12-28,Adult,2,243.43,Walk-in
2502,1339,2024-12-19,2024-12-21,Family,1,335.74,Walk-in
2503,1340,2024-04-28,2024-04-29,Adult,2,249.88,Walk-in
2504,1341,2024-12-03,2024-12-04,Family,1,350.0,Walk-in
2505,1342,2024-03-13,2024-03-13,Child,6,405.38,Walk-in
2506,1343,2024-03-22,2024-03-25,Child,6,404.86,Walk-in
2507,1344,2024-10-22,2024-10-22,Adult,4,475.33,Walk-in
2508,1345,2024-04-04,2024-04-04,Child,6,413.4,Walk-in
2509,1346,2024-07-15,2024-07-16,Adult,5,614.81,Walk-in
2510,1347,2024-05-07,2024-05-10,Adult,2,240.87,Walk-in
2511,1348,2024-07-22,2024-07-24,Family,1,336.13,Online
2512,1349,2024-05-04,2024-05-04,Adult,5,610.98,Walk-in
2513,1350,2024-03-11,2024-03-11,Child,3,220.12,Walk-in
2514,1351,2024-05-05,2024-05-05,Family,1,353.2,Walk-in
2515,1352,2024-06-12,2024-06-15,Family,1,334.81,Walk-in
2516,1352,2024-09-26,2024-09-27,Family,1,352.41,Walk-in
2517,1353,2024-10-19,2024-10-22,Family,1,359.67,Walk-in
2518,1354,2024-07-05,2024-07-07,Adult,3,361.79,Walk-in
2519,1355,2024-06-25,2024-06-26,Adult,1,117.11,Walk-in
2520,1356,2024-10-05,2024-10-05,Adult,4,500.65,Walk-in
2521,1357,2024-06-06,2024-06-09,Adult,4,469.34,Walk-in
2522,1358,2024-09-15,2024-09-15,Child,5,333.28,Walk-in
2523,1359,2024-03-10,2024-03-10,Adult,3,376.3,Walk-in
2524,1359,2024-12-21,2024-12-21,Adult,6,746.38,Walk-in
2525,1359,2024-01-01,2024-01-03,Group,1,277.36,Walk-in
2526,1360,2024-12-21,2024-12-24,Adult,3,364.42,Walk-in
2527,1361,2024-08-25,2024-08-27,Adult,4,496.49,Online
2528,1362,2024-04-27,2024-04-27,Adult,3,358.62,Walk-in
2529,1363,2024-01-02,2024-01-02,Family,1,350.5,Walk-in
2530,1364,2024-01-24,2024-01-27,Child,1,69.65,Walk-in
2531,1365,2024-12-16,2024-12-17,Child,1,70.31,Walk-in
2532,1365,2024-11-22,2024-11-24,Child,2,141.3,Online
2533,1365,2024-02-11,2024-02-11,Child,2,140.12,Walk-in
2534,1366,2024-02-02,2024-02-05,Family,1,344.12,Online
2535,1367,2024-11-10,2024-11-12,Group,1,292.71,Walk-in
2536,1367,2024-04-13,2024-04-14,Adult,2,228.59,Walk-in
2537,1367,2024-04-18,2024-04-20,Child,6,417.04,Walk-in
2538,1367,2024-01-04,2024-01-04,Adult,6,741.86,Walk-in
2539,1368,2024-09-06,2024-09-09,Group,1,289.47,Online
2540,1368,2024-07-05,2024-07-05,Adult,1,120.3,Online
2541,1368,2024-10-16,2024-10-16,Adult,3,356.51,Walk-in
2542,1369,2024-05-11,2024-05-11,Family,1,360.33,Walk-in
2543,1370,2024-08-22,2024-08-25,Adult,3,343.34,Online
2544,1371,2024-04-08,2024-04-08,Family,1,352.2,Walk-in
2545,1372,2024-10-23,2024-10-25,Child,3,204.74,Online
2546,1373,2024-02-26,2024-02-27,Adult,5,606.53,Walk-in
2547,1374,2024-08-21,2024-08-24,Group,1,277.06,Walk-in
2548,1375,2024-12-21,2024-12-22,Child,2,139.49,Walk-in
2549,1376,2024-03-14,2024-03-17,Child,6,411.29,Walk-in
2550,1377,2024-06-04,2024-06-05,Adult,3,376.29,Walk-in
2551,1377,2024-08-08,2024-08-09,Family,1,359.18,Walk-in
2552,1378,2024-04-23,2024-04-25,Child,1,73.47,Walk-in
2553,1379,2024-01-23,2024-01-25,Adult,4,496.71,Online
2554,1379,2024-03-07,2024-03-10,Adult,4,495.35,Walk-in
2555,1380,2024-04-03,2024-04-06,Adult,2,243.86,Walk-in
2556,1381,2024-09-22,2024-09-24,Adult,5,626.62,Online
2557,1382,2024-04-22,2024-04-25,Group,1,291.13,Walk-in
2558,1383,2024-07-01,2024-07-03,Group,1,280.23,Online
2559,1384,2024-12-18,2024-12-21,Family,1,343.14,Walk-in
2560,1384,2024-10-15,2024-10-17,Child,6,437.94,Walk-in
2561,1384,2024-07-17,2024-07-19,Child,1,70.27,Walk-in
2562,1385,2024-01-18,2024-01-18,Child,3,209.44,Walk-in
2563,1385,2024-11-27,2024-11-28,Adult,1,117.59,Walk-in
2564,1386,2024-10-22,2024-10-22,Group,1,280.31,Walk-in
2565,1386,2024-11-09,2024-11-10,Child,4,281.67,Walk-in
2566,1387,2024-07-25,2024-07-28,Child,6,438.07,Walk-in
2567,1388,2024-09-09,2024-09-09,Child,2,142.99,Walk-in
2568,1389,2024-11-26,2024-11-29,Adult,4,458.11,Online
2569,1389,2024-09-06,2024-09-09,Adult,6,723.83,Walk-in
2570,1390,2024-10-12,2024-10-12,Family,1,348.61,Online
2571,1390,2024-11-22,2024-11-25,Adult,6,687.25,Walk-in
2572,1391,2024-06-21,2024-06-23,Family,1,345.67,Walk-in
2573,1391,2024-10-20,2024-10-23,Adult,4,480.56,Walk-in
2574,1391,2024-07-05,2024-07-07,Adult,2,231.84,Online
2575,1391,2024-08-08,2024-08-11,Adult,5,577.5,Walk-in
2576,1392,2024-08-26,2024-08-27,Adult,4,481.57,Walk-in
2577,1393,2024-09-14,2024-09-15,Group,1,277.07,Walk-in
2578,1394,2024-12-17,2024-12-20,Child,1,69.47,Walk-in
2579,1394,2024-02-10,2024-02-10,Adult,1,121.04,Walk-in
2580,1395,2024-10-12,2024-10-13,Group,1,290.45,Walk-in
2581,1396,2024-02-07,2024-02-10,Family,1,363.81,Walk-in
2582,1396,2024-12-02,2024-12-04,Adult,5,575.66,Walk-in
2583,1396,2024-11-01,2024-11-02,Adult,3,369.02,Walk-in
2584,1397,2024-04-20,2024-04-20,Child,6,400.33,Walk-in
2585,1397,2024-05-01,2024-05-04,Child,1,69.79,Walk-in
2586,1398,2024-12-24,2024-12-24,Family,1,336.94,Walk-in
2587,1399,2024-07-25,2024-07-25,Child,6,399.12,Walk-in
2588,1399,2024-11-05,2024-11-05,Adult,4,469.0,Walk-in
2589,1400,2024-12-26,2024-12-27,Family,1,354.29,Online
2590,1400,2024-09-09,2024-09-12,Child,5,354.11,Online
2591,1401,2024-10-19,2024-10-22,Family,1,351.73,Walk-in
2592,1402,2024-07-19,2024-07-21,Family,1,362.84,Walk-in
2593,1402,2024-08-11,2024-08-11,Adult,5,578.09,Walk-in
2594,1402,2024-04-28,2024-05-01,Group,1,272.9,Walk-in
2595,1403,2024-12-02,2024-12-04,Adult,4,459.77,Walk-in
2596,1404,2024-02-27,2024-03-01,Adult,3,350.95,Online
2597,1404,2024-09-04,2024-09-06,Adult,5,573.35,Walk-in
2598,1405,2024-01-20,2024-01-22,Family,1,342.95,Online
2599,1406,2024-04-02,2024-04-04,Group,1,293.96,Walk-in
2600,1406,2024-04-24,2024-04-27,Child,4,267.4,Walk-in
2601,1406,2024-04-01,2024-04-03,Adult,3,359.64,Walk-in
2602,1407,2024-07-01,2024-07-04,Family,1,343.3,Walk-in
2603,1408,2024-04-26,2024-04-26,Child,2,145.0,Walk-in
2604,1409,2024-11-13,2024-11-14,Family,1,338.95,Walk-in
2605,1409,2024-10-02,2024-10-02,Adult,3,363.73,Walk-in
2606,1409,2024-12-01,2024-12-04,Adult,2,230.84,Walk-in
2607,1410,2024-04-25,2024-04-28,Child,4,285.43,Walk-in
2608,1411,2024-06-25,2024-06-27,Child,4,266.78,Walk-in
2609,1412,2024-05-04,2024-05-04,Adult,5,618.92,Walk-in
2610,1412,2024-11-21,2024-11-24,Group,1,266.17,Online
2611,1412,2024-07-04,2024-07-07,Child,4,279.47,Walk-in
2612,1412,2024-08-07,2024-08-07,Adult,5,622.95,Walk-in
2613,1413,2024-12-01,2024-12-03,Child,6,416.16,Walk-in
2614,1413,2024-03-26,2024-03-29,Adult,6,691.99,Walk-in
2615,1413,2024-04-09,2024-04-10,Family,1,363.46,Walk-in
2616,1413,2024-07-23,2024-07-26,Family,1,351.13,Walk-in
2617,1414,2024-06-27,2024-06-28,Adult,3,376.13,Walk-in
2618,1415,2024-03-22,2024-03-23,Child,3,207.1,Walk-in
2619,1416,2024-12-02,2024-12-02,Family,1,347.52,Walk-in
2620,1417,2024-06-21,2024-06-24,Adult,2,248.88,Walk-in
2621,1418,2024-02-05,2024-02-06,Adult,6,754.9,Walk-in
2622,1419,2024-07-25,2024-07-28,Family,1,354.23,Online
2623,1420,2024-02-15,2024-02-18,Family,1,341.0,Walk-in
2624,1420,2024-09-24,2024-09-25,Child,1,67.84,Online
2625,1421,2024-07-22,2024-07-23,Family,1,363.92,Walk-in
2626,1421,2024-01-18,2024-01-18,Family,1,334.85,Walk-in
2627,1422,2024-12-27,2024-12-27,Adult,6,729.74,Walk-in
2628,1422,2024-09-26,2024-09-27,Adult,5,600.18,Walk-in
2629,1423,2024-09-08,2024-09-10,Family,1,363.34,Walk-in
2630,1424,2024-12-28,2024-12-28,Child,6,435.65,Walk-in
2631,1425,2024-07-17,2024-07-17,Family,1,344.59,Walk-in
2632,1426,2024-04-22,2024-04-24,Adult,4,458.57,Walk-in
2633,1427,2024-11-12,2024-11-12,Child,5,340.11,Walk-in
2634,1428,2024-08-01,2024-08-03,Adult,5,577.4,Walk-in
2635,1428,2024-12-17,2024-12-19,Family,1,358.24,Online
2636,1428,2024-08-14,2024-08-15,Family,1,359.25,Walk-in
2637,1429,2024-05-11,2024-05-14,Child,2,144.73,Walk-in
2638,1430,2024-11-22,2024-11-23,Adult,2,228.87,Walk-in
2639,1431,2024-10-20,2024-10-23,Family,1,338.63,Walk-in
2640,1432,2024-04-18,2024-04-19,Child,2,140.3,Walk-in
2641,1432,2024-11-05,2024-11-05,Group,1,284.47,Walk-in
2642,1433,2024-06-27,2024-06-28,Group,1,281.86,Online
2643,1434,2024-07-17,2024-07-17,Family,1,352.0,Walk-in
2644,1435,2024-03-02,2024-03-02,Adult,2,232.22,Walk-in
2645,1436,2024-02-17,2024-02-20,Child,4,269.21,Walk-in
2646,1436,2024-07-21,2024-07-24,Family,1,336.76,Walk-in
2647,1437,2024-11-07,2024-11-09,Adult,1,117.47,Online
2648,1438,2024-04-18,2024-04-20,Group,1,284.2,Walk-in
2649,1438,2024-02-17,2024-02-17,Family,1,342.17,Walk-in
2650,1439,2024-10-18,2024-10-19,Adult,3,356.71,Online
2651,1439,2024-05-22,2024-05-22,Adult,2,245.6,Online
2652,1440,2024-07-25,2024-07-28,Group,1,266.1,Online
2653,1441,2024-04-11,2024-04-14,Child,1,68.82,Walk-in
2654,1442,2024-01-14,2024-01-17,Child,1,67.02,Walk-in
2655,1442,2024-06-12,2024-06-14,Family,1,357.31,Walk-in
2656,1442,2024-12-08,2024-12-10,Adult,4,482.0,Walk-in
2657,1442,2024-09-19,2024-09-21,Family,1,348.93,Walk-in
2658,1443,2024-01-25,2024-01-26,Child,5,339.58,Walk-in
2659,1444,2024-06-24,2024-06-27,Adult,5,597.55,Walk-in
2660,1445,2024-04-14,2024-04-14,Child,6,426.74,Walk-in
2661,1445,2024-09-12,2024-09-12,Adult,5,595.73,Walk-in
2662,1446,2024-11-19,2024-11-22,Family,1,333.32,Walk-in
2663,1446,2024-03-03,2024-03-04,Child,6,431.09,Walk-in
2664,1446,2024-11-21,2024-11-22,Adult,3,377.2,Walk-in
2665,1447,2024-01-19,2024-01-21,Group,1,292.34,Walk-in
2666,1447,2024-06-17,2024-06-19,Group,1,269.3,Walk-in
2667,1447,2024-05-03,2024-05-04,Child,4,282.86,Walk-in
2668,1447,2024-02-22,2024-02-23,Adult,5,612.77,Walk-in
2669,1448,2024-03-09,2024-03-10,Adult,5,626.58,Walk-in
2670,1448,2024-08-15,2024-08-15,Family,1,363.36,Online
2671,1449,2024-04-24,2024-04-26,Adult,2,230.53,Walk-in
2672,1450,2024-09-12,2024-09-15,Family,1,334.09,Walk-in
2673,1451,2024-07-01,2024-07-02,Adult,3,359.89,Walk-in
2674,1451,2024-08-24,2024-08-24,Adult,4,466.54,Walk-in
2675,1452,2024-06-09,2024-06-09,Child,2,144.58,Walk-in
2676,1453,2024-12-06,2024-12-07,Group,1,283.11,Online
2677,1454,2024-12-09,2024-12-09,Adult,4,480.97,Online
2678,1454,2024-11-06,2024-11-07,Family,1,357.6,Walk-in
2679,1454,2024-03-14,2024-03-14,Adult,5,625.45,Walk-in
2680,1455,2024-06-16,2024-06-16,Adult,3,375.95,Walk-in
2681,1456,2024-10-02,2024-10-02,Adult,3,377.09,Walk-in
2682,1457,2024-11-26,2024-11-26,Group,1,284.39,Walk-in
2683,1458,2024-06-24,2024-06-24,Family,1,340.46,Walk-in
2684,1459,2024-11-02,2024-11-03,Adult,1,119.55,Online
2685,1460,2024-08-22,2024-08-22,Adult,4,468.31,Walk-in
2686,1461,2024-12-03,2024-12-05,Child,3,214.18,Walk-in
2687,1462,2024-09-26,2024-09-29,Child,5,352.56,Online
2688,1463,2024-06-05,2024-06-07,Adult,4,492.77,Walk-in
2689,1463,2024-10-20,2024-10-21,Group,1,271.66,Walk-in
2690,1464,2024-07-07,2024-07-07,Adult,3,343.63,Walk-in
2691,1465,2024-08-20,2024-08-23,Adult,2,229.65,Online
2692,1465,2024-04-26,2024-04-28,Child,5,359.24,Walk-in
2693,1465,2024-06-05,2024-06-08,Child,4,290.14,Online
2694,1465,2024-07-24,2024-07-27,Child,5,351.68,Online
2695,1466,2024-12-10,2024-12-11,Child,2,137.45,Walk-in
2696,1467,2024-12-26,2024-12-28,Child,2,140.56,Walk-in
2697,1468,2024-01-27,2024-01-30,Group,1,285.73,Walk-in
2698,1468,2024-07-11,2024-07-13,Adult,4,463.65,Walk-in
2699,1469,2024-10-01,2024-10-01,Child,3,218.45,Walk-in
2700,1470,2024-01-21,2024-01-23,Family,1,355.81,Walk-in
2701,1470,2024-12-04,2024-12-04,Group,1,278.96,Walk-in
2702,1470,2024-06-20,2024-06-20,Adult,3,367.35,Walk-in
2703,1470,2024-06-22,2024-06-23,Adult,1,118.87,Walk-in
2704,1471,2024-12-11,2024-12-13,Family,1,335.41,Walk-in
2705,1472,2024-01-03,2024-01-04,Adult,3,370.26,Walk-in
2706,1472,2024-06-02,2024-06-02,Adult,4,492.46,Walk-in
2707,1472,2024-01-11,2024-01-11,Adult,6,751.0,Walk-in
2708,1472,2024-06-26,2024-06-28,Child,5,344.39,Walk-in
2709,1473,2024-01-27,2024-01-30,Adult,4,489.8,Walk-in
2710,1474,2024-07-18,2024-07-18,Group,1,285.83,Walk-in
2711,1474,2024-06-01,2024-06-02,Family,1,361.52,Walk-in
2712,1474,2024-12-10,2024-12-11,Group,1,287.64,Walk-in
2713,1475,2024-10-19,2024-10-19,Adult,3,346.54,Walk-in
2714,1476,2024-04-02,2024-04-04,Adult,5,587.99,Walk-in
2715,1476,2024-02-08,2024-02-10,Family,1,354.08,Walk-in
2716,1476,2024-07-12,2024-07-13,Group,1,285.21,Walk-in
2717,1476,2024-01-13,2024-01-13,Adult,4,502.26,Walk-in
2718,1477,2024-08-21,2024-08-21,Adult,4,501.26,Online
2719,1478,2024-07-03,2024-07-06,Family,1,349.21,Walk-in
2720,1479,2024-10-08,2024-10-11,Child,6,427.57,Walk-in
2721,1479,2024-12-22,2024-12-23,Child,3,205.94,Walk-in
2722,1479,2024-12-28,2024-12-29,Adult,4,479.56,Walk-in
2723,1479,2024-11-06,2024-11-08,Adult,2,231.86,Walk-in
2724,1480,2024-01-16,2024-01-17,Group,1,274.77,Walk-in
2725,1481,2024-06-10,2024-06-10,Child,3,203.36,Walk-in
2726,1482,2024-04-19,2024-04-20,Adult,2,235.39,Walk-in
2727,1483,2024-02-24,2024-02-24,Child,6,436.59,Walk-in
2728,1484,2024-09-12,2024-09-13,Adult,5,603.35,Walk-in
2729,1485,2024-04-01,2024-04-02,Family,1,336.58,Walk-in
2730,1486,2024-07-26,2024-07-27,Child,1,68.47,Walk-in
2731,1486,2024-12-15,2024-12-17,Family,1,367.36,Walk-in
2732,1486,2024-12-15,2024-12-17,Family,1,362.62,Walk-in
2733,1487,2024-08-19,2024-08-22,Adult,4,458.23,Online
2734,1488,2024-04-22,2024-04-23,Family,1,363.47,Walk-in
2735,1489,2024-06-17,2024-06-18,Adult,4,503.2,Walk-in
2736,1489,2024-10-05,2024-10-05,Group,1,269.21,Online
2737,1489,2024-11-08,2024-11-08,Adult,4,489.62,Walk-in
2738,1489,2024-09-20,2024-09-21,Adult,5,617.14,Walk-in
2739,1490,2024-12-24,2024-12-24,Family,1,352.29,Walk-in
2740,1490,2024-10-17,2024-10-20,Adult,3,353.96,Walk-in
2741,1490,2024-10-11,2024-10-14,Family,1,348.97,Walk-in
2742,1491,2024-02-18,2024-02-18,Family,1,358.76,Walk-in
2743,1492,2024-12-16,2024-12-17,Adult,4,485.22,Walk-in
2744,1493,2024-12-16,2024-12-17,Family,1,342.16,Online
2745,1494,2024-05-02,2024-05-02,Group,1,269.87,Walk-in
2746,1495,2024-07-01,2024-07-01,Adult,2,242.76,Walk-in
2747,1496,2024-09-27,2024-09-28,Adult,2,229.42,Walk-in
2748,1497,2024-04-09,2024-04-10,Family,1,364.86,Walk-in
2749,1498,2024-10-03,2024-10-06,Group,1,292.78,Walk-in
2750,1499,2024-10-23,2024-10-23,Family,1,358.25,Online
2751,1499,2024-03-21,2024-03-22,Group,1,273.76,Walk-in
2752,1499,2024-03-28,2024-03-29,Adult,4,479.91,Walk-in
2753,1499,2024-03-04,2024-03-05,Adult,2,228.99,Walk-in
2754,1500,2024-03-03,2024-03-06,Adult,1,118.89,Walk-in
2755,1500,2024-01-27,2024-01-27,Adult,5,583.85,Walk-in
2756,1500,2024-07-12,2024-07-15,Group,1,268.69,Walk-in
2757,1500,2024-03-03,2024-03-03,Family,1,367.17,Walk-in
2758,1501,2024-09-27,2024-09-27,Child,4,290.23,Walk-in
2759,1502,2024-12-19,2024-12-20,Adult,1,117.16,Online
2760,1503,2024-10-27,2024-10-29,Adult,4,474.81,Walk-in
2761,1504,2024-02-28,2024-02-29,Group,1,277.75,Walk-in
2762,1504,2024-01-13,2024-01-15,Group,1,277.7,Online
2763,1505,2024-06-25,2024-06-25,Adult,6,712.37,Walk-in
2764,1506,2024-08-26,2024-08-29,Adult,1,117.64,Walk-in
2765,1507,2024-10-09,2024-10-11,Family,1,347.93,Walk-in
2766,1507,2024-12-22,2024-12-24,Child,2,143.04,Walk-in
2767,1507,2024-06-10,2024-06-13,Adult,2,231.11,Walk-in
2768,1508,2024-03-27,2024-03-27,Adult,2,234.14,Walk-in
2769,1508,2024-09-27,2024-09-29,Group,1,281.53,Walk-in
2770,1509,2024-09-04,2024-09-04,Child,4,292.58,Walk-in
2771,1509,2024-09-04,2024-09-07,Adult,2,245.38,Online
2772,1509,2024-10-22,2024-10-25,Adult,2,241.43,Online
2773,1510,2024-12-24,2024-12-26,Group,1,293.28,Walk-in
2774,1510,2024-06-02,2024-06-04,Child,2,136.44,Walk-in
2775,1511,2024-12-02,2024-12-03,Adult,6,744.08,Online
2776,1512,2024-07-13,2024-07-13,Adult,6,703.23,Online
2777,1513,2024-10-13,2024-10-15,Child,4,277.24,Walk-in
2778,1513,2024-10-09,2024-10-11,Group,1,276.09,Walk-in
2779,1513,2024-06-16,2024-06-18,Adult,6,726.81,Walk-in
2780,1514,2024-12-03,2024-12-06,Adult,3,346.55,Walk-in
2781,1514,2024-05-01,2024-05-01,Child,5,364.6,Walk-in
2782,1515,2024-02-11,2024-02-12,Family,1,353.36,Walk-in
2783,1516,2024-12-19,2024-12-22,Adult,4,464.72,Online
2784,1517,2024-04-15,2024-04-17,Adult,3,369.97,Walk-in
2785,1518,2024-03-06,2024-03-09,Adult,3,343.9,Walk-in
2786,1518,2024-04-18,2024-04-19,Adult,2,250.58,Walk-in
2787,1519,2024-05-11,2024-05-13,Adult,1,119.43,Walk-in
2788,1519,2024-09-15,2024-09-16,Adult,6,749.06,Walk-in
2789,1519,2024-09-24,2024-09-24,Child,5,361.27,Online
2790,1519,2024-03-04,2024-03-04,Adult,5,596.8,Walk-in
2791,1520,2024-08-11,2024-08-12,Adult,6,704.11,Online
2792,1521,2024-07-17,2024-07-20,Adult,6,730.84,Walk-in
2793,1522,2024-01-16,2024-01-17,Child,2,145.18,Walk-in
2794,1523,2024-09-23,2024-09-26,Family,1,363.14,Online
2795,1523,2024-04-15,2024-04-18,Child,5,347.55,Walk-in
2796,1523,2024-06-07,2024-06-10,Adult,3,374.8,Walk-in
2797,1523,2024-01-25,2024-01-27,Family,1,360.98,Walk-in
